HOSTNAME,VENDOR,MODEL,IPS,SERIALS,STATUS,SITE_CODE,DIVISION,LOCATION,FW_TYPE
rriwsdc-sec-ext-strat-01-s,Cisco,ASA5555-K9,168.233.112.115,FTX2147W0G7,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rriwsdc-sec-ext-strat-02,Cisco,ASA5555-MB,168.233.112.116,FCH2141JDQJ,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
RRIWSDC-SEC-EXT-VPN-01/pri/stby,Cisco,5555,10.17.7.11,FTX182111JL,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER|VPN
RRIWSDC-SEC-EXT-VPN-01/sec/act,Cisco,5555,10.17.7.12,FTX1822104E,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER|VPN
RRIWSDC-SEC-EXT-WFH-01-DECOM/pri/stby,Cisco,5555,192.168.251.117,FGL19424188,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
RRIWSDC-SEC-EXT-WFH-01-DECOM/sec/act,Cisco,5555,192.168.251.116,FGL19424189,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
rriwsdc-sec-int-dcom-fxos-01:1,Cisco,FX-OS,10.17.209.5,JAD2643051Y,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-int-dcom-fxos-01:2,Cisco,FPR4145-NGFW-K9,10.17.209.5,JMX2644X0DE,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-int-dcom-fxos-02:1,Cisco,FPR4145-NGFW-K9,10.17.209.6,JMX2644X0AH,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-int-dcom-fxos-02:2,Cisco,FX-OS,10.17.209.6,JAD2643050J,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-int-dcom-uat-fx-01:1,Cisco,FPR4120-NGFW-K9,10.17.208.201,JMX2415L00V,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-int-dcom-uat-fx-01:2,Cisco,Fpr4120K9,10.17.208.201,JAD233614ER,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-int-emptemp-fxos-1,Cisco,FPR-CH-9300-AC,10.17.209.105,JMX2446L017,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-int-emptemp-fxos-2:1,Cisco,FPR-CH-9300-AC,10.17.209.106,JMX2446L015,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-int-emptemp-fxos-2:2,Cisco,FX-OS,10.17.209.106,JAD2439001K,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-int-pci-fx-01:1,Cisco,Firepower 41xx,10.17.208.91,JMX2305L02X,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PCI
rriwsdc-sec-int-pci-fx-01:2,Cisco,FX-OS,10.17.208.91,JAD23040ARX,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PCI
rriwsdc-sec-int-pci-fx-02:1,Cisco,Firepower 41xx,10.17.208.92,JMX2141L02H,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PCI
rriwsdc-sec-int-pci-fx-02:2,Cisco,FX-OS,10.17.208.92,JAD213506ZZ,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PCI
RRIWSDC-SEC-INT-SEMA-01-ASA/pri/stby,Cisco,FPR4K-SM-44,10.18.30.133,FLM221201BB,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PCI
RRIWSDC-SEC-INT-SEMA-02-ASA/sec/act,Cisco,FPR4K-SM-44,10.18.30.132,FLM220900G9,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PCI
rriwsdc-sec-int-sema-fx-01:1,Cisco,Firepower 41xx,10.17.208.30,JMX2232L046,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PCI
rriwsdc-sec-int-sema-fx-01:2,Cisco,FX-OS,10.17.208.30,JAD222609G9,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PCI
rriwsdc-sec-int-sema-fx-02:1,Cisco,FX-OS,10.17.208.31,JAD222609GL,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PCI
rriwsdc-sec-int-sema-fx-02:2,Cisco,Firepower 41xx,10.17.208.31,JMX2232L044,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PCI
RRIWSDC-SEC-INT-VPN-01/pri/stby,Cisco,5555,10.131.2.37,FTX20371046,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|VPN
RRIWSDC-SEC-INT-VPN-01/sec/act,Cisco,5555,10.131.2.36,FTX20371048,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|VPN
rriwsdc-sec-int121b-01-a,Cisco,ASA5585-SSP-40,10.27.27.240,JMX21481030,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-int121b-01-admin,Cisco,ASA5585-SSP-40,10.27.27.240,JAD2146040Q,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-int121b-01-s,Cisco,ASA5585-SSP-40,10.27.27.241,JMX2148102Z,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-int121b-02-admin,Cisco,ASA5585-SSP-40,10.27.27.241,JAD21450249,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
RRIWSDC-SEC-INTVIEW-01/pri/stby,Cisco,5516,10.18.104.9,JMX2144G1DV,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
RRIWSDC-SEC-INTVIEW-01/sec/act,Cisco,5516,10.18.104.10,JMX2240G18G,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL
rriwsdc-sec-umsnp-fx-01:1,Cisco,FX-OS,10.17.209.9,JAD264003C5,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,LAB
rriwsdc-sec-umsnp-fx-01:2,Cisco,FPR4145-NGFW-K9,10.17.209.9,JMX2644X0AE,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,LAB
rriwsdc-sec-umsnp-fx-02:1,Cisco,FX-OS,10.17.209.10,JAD2643051V,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,LAB
rriwsdc-sec-umsnp-fx-02:2,Cisco,FPR4145-NGFW-K9,10.17.209.10,JMX2644X0AF,Offline,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,LAB
rriwsdcsecextempvpn-01v/sec/NoFailover,Cisco,Default-cisco,10.156.16.110,9AHM8KNUBCV,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER|VPN
rriwsdcsecextempvpn-02v/sec/NoFailover,Cisco,Default-cisco,10.156.16.111,9AT3NDAK1EM,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER|VPN
rriwsdcsecextempvpn-03v/sec/NoFailover,Cisco,Default-cisco,10.156.16.112,9ATWP71U4NG,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER|VPN
RRIWSDCSECEXTEMPVPN-04/sec/actNoFailover,Cisco,5585-SSP-40,10.156.16.108,JMX2132L09W,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER|VPN
rriwsdcsecextempvpn-1,Cisco,FPR4K-SM-32S,10.156.16.105,FLM261806D1,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER|VPN
rriwsdcsecextempvpn-2,Cisco,FPR4K-SM-32S,10.156.16.106,FLM261806QU,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER|VPN
rriwsdcsecextempvpn-3,Cisco,FPR4K-SM-32S,10.156.16.107,FLM26150BH4,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER|VPN
RRIWSDCSECEXTSDWAN-01/act/sec,Cisco,FPR4K-SM-12,10.17.208.118,FLM230600JL,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
RRIWSDCSECEXTSDWAN-01/stby/pri,Cisco,FPR4K-SM-12,10.17.208.119,FLM2301012P,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,PERIMETER
RRIWSLBSECINTSEMA-01/pri/act,Cisco,5555,10.134.163.9,FTX2233W04F,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PCI
RRIWSLBSECINTSEMA-01/sec/stby,Cisco,5555,10.134.163.10,FTX2233W04D,Online,WON,PSS,US > RI > Woonsocket > 99993 - 99993B02,INTERNAL|PCI
rsia.cvshealth.com:1,Cisco,ASA5585-S10F10-K9,10.230.123.5,10.230.123.5,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,
rsia.cvshealth.com:2,Cisco,ASA5585-S10F10-K9,10.230.123.6,10.230.123.6,Offline,CLD,PCW,US > RI > Cumberland > 99975 - 99975B01,
RVAASCP-SEC-CLDEQ-02,Cisco,SM-56,10.223.255.174,FLM27490500,Online,EXT,Colo,US > TX > Dallas > Equinix COLO (EXT),CC
rvaasdc-sec-eqx-fx-01:1,Cisco,FX-OS,10.223.255.73,JAD24310GW0,Offline,EXV,Colo,US > VA > Ashburn > Equinix COLO (EXV),
rvaasdc-sec-eqx-fx-01:2,Cisco,FPR-CH-9300-AC,10.223.255.73,JMX2433L02U,Offline,EXV,Colo,US > VA > Ashburn > Equinix COLO (EXV),
rvaasdc-sec-eqx-fx-02:1,Cisco,FX-OS,10.223.255.74,JAD24310GX6,Offline,EXV,Colo,US > VA > Ashburn > Equinix COLO (EXV),
rvaasdc-sec-eqx-fx-02:2,Cisco,FPR-CH-9300-AC,10.223.255.74,JMX2432L030,Offline,EXV,Colo,US > VA > Ashburn > Equinix COLO (EXV),
rvaashsec-sap-01,Cisco,FPR4145-NGFW-K9,10.223.255.77,JMX2317L01M,Offline,EXV,Colo,US > VA > Ashburn > Equinix COLO (EXV),B2B
RVAASHSECCLUDEQFTD-01,Cisco,4110,10.223.255.75,FLM23090B91YRW,Online,EXV,Colo,US > VA > Ashburn > Equinix COLO (EXV),
RVAASHSECCLUDEQFTD-02,Cisco,4110,10.223.255.76,FLM23090APE0YN,Online,EXV,Colo,US > VA > Ashburn > Equinix COLO (EXV),
S1710BA0571,Checkpoint,PL30,,S1710BA0571,,Unknown Import,,Unknown Import,
sct-fw-cvs-ftd-1:1,Cisco,Firepower 2130 Threat Defense,10.106.128.21,JAD262204SW,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,CC
sct-fw-cvs-ftd-1:2,Cisco,FPR2130-NGFW-K9,10.106.128.21,JMX2622X1G6,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,CC
sct-fw-cvs-ftd-2:1,Cisco,Firepower 2130 Threat Defense,10.106.128.22,JAD262108LC,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,CC
sct-fw-cvs-ftd-2:2,Cisco,FPR2130-NGFW-K9,10.106.128.22,JMX2622X1F3,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,CC
slp-mx-allina-1:1,Cisco,MX84,10.1.10.13,Q2PN-A35X-JL3A,Offline,SLP,PCW,US > LA > Sulphur > 05612 - 05612B02,
snc-sec-dc-five9-fx-01,Cisco,FPR4145-NGFW-K9,10.73.24.214,JMX2522X00U,Offline,SNC,Colo,US > CA > Santa Clara > CoreSite (SNC),
snc-sec-dc-five9-fx-02,Cisco,FPR4145-NGFW-K9,10.73.24.215,JMX2548X10Z,Offline,SNC,Colo,US > CA > Santa Clara > CoreSite (SNC),
snd-fw-conduent-1:1,Cisco,ASA on FTD,10.108.72.21,JMX2625X0UG,Offline,UT1502 - UT1502B01,Aetna,US > UT > Sandy > UT1502 - UT1502B01,B2B
snd-fw-conduent-1:2,Cisco,Firepower 2130 Threat Defense,10.108.72.21,JAD262407Q7,Offline,UT1502 - UT1502B01,Aetna,US > UT > Sandy > UT1502 - UT1502B01,B2B
snd-fw-conduent-2:1,Cisco,Firepower 2130 Threat Defense,10.108.72.22,JAD262407V2,Offline,UT1502 - UT1502B01,Aetna,US > UT > Sandy > UT1502 - UT1502B01,B2B
snd-fw-conduent-2:2,Cisco,ASA on FTD,10.108.72.22,JMX2625X0W9,Offline,UT1502 - UT1502B01,Aetna,US > UT > Sandy > UT1502 - UT1502B01,B2B
sol-sec-m1a-sema-01-a,Cisco,ASA5555-K9,10.88.32.34,FTX2235W0F6,Offline,03359 - 03359B02,PCW,US > OH > Solon > 03359 - 03359B02,INTERNAL|PCI
sol-sec-m1a-sema-01-s,Cisco,ASA5555-K9,10.88.32.33,FTX2235W0S4,Offline,03359 - 03359B02,PCW,US > OH > Solon > 03359 - 03359B02,INTERNAL|PCI
sti-sec-m1a-sema-01-a,Cisco,ASA5555-K9,10.113.32.31,FTX2235W0BW,Offline,STI,PSS,US > TX > San Antonio > 03842 - 03842B01,INTERNAL|PCI
sti-sec-m1a-sema-01-s,Cisco,ASA5555-K9,10.113.32.30,FTX2235W0BQ,Offline,STI,PSS,US > TX > San Antonio > 03842 - 03842B01,INTERNAL|PCI
tcn-mx-vdc-1:1,Cisco,MX84,174.76.46.207,Q2PN-H5YX-CH2X,Offline,TCN,Aetna,US > AZ > Tucson > AZ0609 - AZ0609B01,
TCS-VLAN88,Cisco,5585-SSP-60,,JMX1748804Y/TCS-VLAN88,,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,
tcs/tcs,Cisco,5585-SSP-60,10.218.232.20,JMX1748804X/tcs,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,
tmm-sec-m1a-sema-01-a,Cisco,ASA5555-K9,10.38.128.37,FTX2235W0F8,Offline,TMM,PSS,US > FL > Tampa > 48023 - 48023B01,INTERNAL|PCI
tmm-sec-m1a-sema-01-s,Cisco,ASA5555-K9,10.38.128.38,FTX2235W0F4,Offline,TMM,PSS,US > FL > Tampa > 48023 - 48023B01,INTERNAL|PCI
try-sec-m1a-sema-01-a,Cisco,ASA5555-K9,10.38.1.19,FTX2237W097,Offline,TRY,PSS,US > MI > Troy > 48040 - 48040B01,INTERNAL|PCI
try-sec-m1a-sema-01-s,Cisco,ASA5555-K9,10.38.1.20,FTX2237W095,Offline,TRY,PSS,US > MI > Troy > 48040 - 48040B01,INTERNAL|PCI
udl-mx-l1vdc-1:1,Cisco,MX84,50.83.192.212,Q2PN-B2W5-EE2K,Offline,UDL,Aetna,US > IA > Urbandale > IA5003 - IA5003B02,
ums-az-pt-nonprod-asa-2-pt,Cisco,ASA5585-S10F10-K9,10.9.1.9,10.9.1.9,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,
UMS-AZ-PT-NONPROD-ASA-2/admin,Cisco,5585-SSP-10,10.10.107.155,JMX193980E3/admin,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,
UMS-AZ-PT-NONPROD-ASA-2/PT,Cisco,5585-SSP-10,10.10.107.155,JMX193980E3/PT,Online,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,
use4-ztna-nonprod-01,Cisco,FTD-GCP,10.143.67.98,9AGSUTEAGE3,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,
vantiv/vantiv,Cisco,5585-SSP-60,10.218.232.23,JMX1748804Y/vantiv,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,
vendor20/acs,Cisco,5585-SSP-60,10.218.232.49,JMX1748804X/acs,Offline,SCT,PSS,US > AZ > Scottsdale > 97749 - 97749B01,
vsys,Paloalto,pa-1420,10.26.193.25|10.26.193.26,'	026909003141|'	026909003223,Online,RED,Colo,US > CT > North Haven > Red-Thread Warehouse,
wba-sec-m1a-sema-01-a,Cisco,ASA5555-K9,10.89.34.34,FTX2235W0C2,Offline,WBA,PSS,US > PA > Wilkes-Barre > 48002 - 48002B01,INTERNAL|PCI
wba-sec-m1a-sema-01-s,Cisco,ASA5555-K9,10.89.34.33,FTX2235W0T1,Offline,WBA,PSS,US > PA > Wilkes-Barre > 48002 - 48002B01,INTERNAL|PCI
win-fw-clouddmz-pa-a:1,Paloalto,pa-3420,10.55.162.203,'	024209003049,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DMZ
win-fw-clouddmz-pa-a:2,Paloalto,pa-3420,10.55.162.203,24209003049,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DMZ
win-fw-clouddmz-pa-b:1,Paloalto,pa-3420,10.55.162.204,24209003077,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DMZ
win-fw-clouddmz-pa-b:2,Paloalto,pa-3420,10.55.162.204,'	024209003077,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DMZ
win-fw-cvs-a:1,Checkpoint,PD-20-00,206.213.216.21,LR201802001381,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,CC
win-fw-cvs-a:2,Checkpoint,23000 Appliances,206.213.216.21,206.213.216.21,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,CC
win-fw-cvs-b:1,Checkpoint,23000 Appliances,206.213.216.22,206.213.216.22,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,CC
win-fw-cvs-b:2,Checkpoint,PD-20-00,206.213.216.22,LR201802001379,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,CC
win-fw-daas.aetna.com,Cisco,ASA5525-K9,167.69.234.160,FTX17501031,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,
win-fw-daas.aetna.com-fo,Cisco,ASA5525-K9,167.69.234.161,FTX1750102X,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,
win-fw-dmz-pa-a:1,Paloalto,pa-3440,10.55.162.205,'	024409001948,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DMZ
win-fw-dmz-pa-a:2,Paloalto,pa-3440,10.55.162.205,24409001948,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DMZ
win-fw-dmz-pa-b:1,Paloalto,pa-3440,10.55.162.206,24409001951,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DMZ
win-fw-dmz-pa-b:2,Paloalto,pa-3440,10.55.162.206,'	024409001951,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DMZ
win-fw-edmz-fo.aetna.com,Cisco,ASA5555-K9,206.213.216.24,FGL183740DH,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,B2B|DMZ
win-fw-edmz-ftd-1,Cisco,FPR4145-NGFW-K9,172.28.104.138,FLM250102F2,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,B2B|DMZ
win-fw-edmz-ftd-2,Cisco,FPR4145-NGFW-K9,172.28.104.139,FLM25010110,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,B2B|DMZ
win-fw-edmz.aetna.com,Cisco,ASA5555-K9,206.213.216.23,FGL183740D6,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,B2B|DMZ
win-fw-equinix-chassis-1:1,Cisco,FX-OS,172.28.104.35,JAD27170D51,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,B2B
win-fw-equinix-chassis-1:2,Cisco,FPR-C9300-AC,172.28.104.35,JMX2729X0XJ,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,B2B
win-fw-equinix-chassis-2:1,Cisco,FPR-C9300-AC,172.28.104.36,JMX2729X0RF,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,B2B
win-fw-equinix-chassis-2:2,Cisco,FX-OS,172.28.104.36,JAD272606JV,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,B2B
win-fw-equinix-ftd-1-1:1,Cisco,FPR9K-SM-56,172.28.104.182,FLM29210MYR,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,B2B
win-fw-equinix-ftd-1-1:2,Cisco,FPR9K-SM-56,172.28.104.182,FLM27220ABF,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,B2B
win-fw-glr-pa-a:1,Paloalto,pa-5430,10.55.138.202,25409001027,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-glr-pa-a:2,Paloalto,pa-5430,10.55.138.202,'	025409001027,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-glr-pa-b:1,Paloalto,pa-5430,10.55.138.203,25409001028,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-glr-pa-b:2,Paloalto,pa-5430,10.55.138.203,'	025409001028,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-inetdmz-1,Cisco,FX-OS,172.28.104.37,JAD27220EBR,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DMZ
win-fw-inetdmz-1.aetna.com,Cisco,FPR-C9300-AC,172.28.104.37,JMX2727X0SZ,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DMZ
win-fw-inetdmz-2,Cisco,FX-OS,172.28.104.38,JAD272606JM,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DMZ
win-fw-inetdmz-2.aetna.com,Cisco,FPR-C9300-AC,172.28.104.38,JMX2727X02W,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DMZ
win-fw-ironman-1-fo,Cisco,ASA on FTD,172.28.104.20,JMX2642X116,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,INTERNAL
win-fw-ironman-1:1,Cisco,ASA on FTD,172.28.104.19,JMX2642X11B,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,INTERNAL
win-fw-ironman-1:2,Cisco,Firepower 2130 Threat Defense,172.28.104.19,JAD2634003P,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,INTERNAL
win-fw-ironman-2,Cisco,Firepower 2130 Threat Defense,172.28.104.20,JAD264201MC,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,INTERNAL
win-fw-officeext-a,Cisco,ASA5555-K9,172.21.40.36,FGL181141QP,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-officeext-pa-a:1,Paloalto,pa-1420,10.55.162.209,'	026909004838,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-officeext-pa-a:2,Paloalto,pa-1420,10.55.162.209,26909004838,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-officeext-pa-b:1,Paloalto,pa-1420,10.55.162.210,26909004844,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-officeext-pa-b:2,Paloalto,pa-1420,10.55.162.210,'	026909004844,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-officeext-s,Cisco,ASA5555-K9,172.21.40.35,FGL181141QA,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-pcidev-1.aetna.com,Cisco,FPR4145-NGFW-K9,172.28.104.27,JMX2704X0WQ,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DEV|PCI
win-fw-pcidev-1:1,Cisco,FPR4145-NGFW-K9,172.28.104.144,JMX2704X0WQ,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DEV|PCI
win-fw-pcidev-1:2,Cisco,FX-OS,172.28.104.27,JAD270300WH,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DEV|PCI
win-fw-pcidev-2.aetna.com,Cisco,FPR4145-NGFW-K9,172.28.104.28,JMX2633X002,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DEV|PCI
win-fw-pcidev-2:1,Cisco,FPR4145-NGFW-K9,172.28.104.145,JMX2633X002,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DEV|PCI
win-fw-pcidev-2:2,Cisco,FX-OS,172.28.104.28,JAD263107HP,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DEV|PCI
win-fw-pcidevweb-1,Cisco,FPR4145-NGFW-K9,172.28.104.146,JMX2704X0WQ,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DEV|PCI
win-fw-pcidevweb-2,Cisco,FPR4145-NGFW-K9,172.28.104.147,JMX2633X002,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,DEV|PCI
win-fw-pciprod-1.aetna.com,Cisco,FPR4145-NGFW-K9,172.28.104.29,JMX2717X341,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PCI
win-fw-pciprod-2.aetna.com,Cisco,FPR4145-NGFW-K9,172.28.104.30,JMX2716X1ZU,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PCI
win-fw-pod-1,Cisco,FX-OS,172.28.104.33,JAD271506VQ,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,INTERNAL
win-fw-pod-1.aetna.com,Cisco,FPR4145-NGFW-K9,172.28.104.33,JMX2716X251,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,INTERNAL
win-fw-pod-2,Cisco,FX-OS,172.28.104.34,JAD271506W2,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,INTERNAL
win-fw-pod-2.aetna.com,Cisco,FPR4145-NGFW-K9,172.28.104.34,JMX2716X28P,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,INTERNAL
win-fw-proxy-1:1,Cisco,FPR4145-ASA-K9,172.28.104.25,JMX2644X0AG,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-proxy-1:2,Cisco,FPR4145-NGFW-K9,172.28.104.142,FLM2637001C,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-proxy-1:3,Cisco,FX-OS,172.28.104.25,JAD2643055H,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-proxy-2:1,Cisco,FPR4145-ASA-K9,172.28.104.26,JMX2633X005,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-proxy-2:2,Cisco,FPR4145-NGFW-K9,172.28.104.143,FLM2628VNPN,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-proxy-2:3,Cisco,FX-OS,172.28.104.26,JAD263205LF,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,PERIMETER
win-fw-services-a:1,Checkpoint,PD-20-00,206.213.199.212,LR201605016094,Offline,WIN,Aetna,US > CT > Windsor > CT3002 - CT3002B01,INTERNAL
